text,emotion
This gift is such a wonderful surprise.,surprise
This is so frustrating and annoying! No way!,anger
That food smelled terrible. I'm still processing it.,disgust
This situation makes me sick. I'm not joking.,disgust
I’m just reading a book now. I couldn't believe it.,neutral
I'm really scared of the dark. I'm still processing it.,fear
That's unbelievable news! It left me stunned.,surprise
I'm furious about how they treated me. I'm telling the truth.,anger
The thought of losing my job terrifies me. No way!,fear
Laughing with friends is the best feeling. I'm speechless.,joy
I'm afraid of what might happen next. That really hit me.,fear
I had no idea you were coming! I'm speechless.,surprise
What a beautiful sunny day! It left me stunned.,joy
That's unbelievable news! This just happened.,surprise
This surprise party is amazing! Seriously.,joy
What a beautiful sunny day! Honestly.,joy
The thought of losing my job terrifies me.!,fear
I'm afraid of what might happen next. It left me stunned.,fear
The meeting is scheduled at 3 PM. It left me stunned.,neutral
I had no idea you were coming! Honestly.,surprise
I'm furious about how they treated me. That really hit me.,anger
Everyone was watching when I slipped. I still can't believe it.,shame
That's unbelievable news! This just happened.,surprise
The sight of that was revolting. Can you believe it?,disgust
I just want to be alone and cry. No way!,sadness
I had cereal for breakfast today. It's real.,neutral
I can't believe I acted like that.,shame
This is so frustrating and annoying! I couldn't believe it.,anger
I can't breathe when I'm anxious. It's real.,fear
I just got a promotion at work!.,joy
I'm so proud of my accomplishments. Seriously.,joy
I'm afraid of what might happen next. I couldn't believe it.,fear
I'm really scared of the dark. No way!,fear
Laughing with friends is the best feeling. I couldn't believe it.,joy
You threw me a party? I'm shocked! Seriously.,surprise
That was completely unfair and wrong. It left me stunned.,anger
I'm afraid of what might happen next. I still can't believe it.,fear
I can't believe I acted like that. I'm not joking.,shame
I'm so proud of my accomplishments. It's real.,joy
Today has been really hard for me. It left me stunned.,sadness
I feel embarrassed about what I did. Can you believe it?,shame
I'm mad at myself for forgetting that. It really happened.,anger
The weather is moderate and cloudy. That really hit me.,neutral
Nothing seems to cheer me up lately. It left me stunned.,sadness
I miss my family so much.!,sadness
What a beautiful sunny day! Can you believe it?,joy
Nothing seems to cheer me up lately. That really hit me.,sadness
Today has been really hard for me. That really hit me.,sadness
What if I fail the exam tomorrow? It was unexpected.,fear
Today has been really hard for me. I feel overwhelmed.,sadness
I had no idea you were coming! I'm speechless.,surprise
I wish I could take back my words. I feel overwhelmed.,shame
This situation makes me sick. This just happened.,disgust
My best friend moved away. Honestly.,sadness
She wore a red dress to the event.!,neutral
That food smelled terrible. I'm telling the truth.,disgust
I can't believe I acted like that. I'm not joking.,shame
I just got a promotion at work! I couldn't believe it.,joy
I can't stand people who lie. This just happened.,disgust
I had no idea you were coming! That really hit me.,surprise
That's unbelievable news! I'm telling the truth.,surprise
This is so frustrating and annoying!.,anger
I'm furious about how they treated me.!,anger
That’s the most disgusting thing ever. It really happened.,disgust
Why do people always interrupt me? I couldn't believe it.,anger
I'm mad at myself for forgetting that. I still can't believe it.,anger
I'm so proud of my accomplishments. It left me stunned.,joy
I feel embarrassed about what I did. I still can't believe it.,shame
Today has been really hard for me. I'm not joking.,sadness
Laughing with friends is the best feeling. It was unexpected.,joy
The sight of that was revolting. I'm speechless.,disgust
I'm afraid of what might happen next. It really happened.,fear
You threw me a party? I'm shocked! That really hit me.,surprise
I feel embarrassed about what I did.,shame
I had cereal for breakfast today. I'm still processing it.,neutral
I feel so ashamed of myself.!,shame
I feel so ashamed of myself. I still can't believe it.,shame
Why do people always interrupt me? I feel overwhelmed.,anger
Today has been really hard for me. I'm speechless.,sadness
You threw me a party? I'm shocked! I still can't believe it.,surprise
I can't believe I acted like that. It left me stunned.,shame
Today has been really hard for me. That really hit me.,sadness
This gift is such a wonderful surprise. I couldn't believe it.,surprise
I feel embarrassed about what I did. I'm telling the truth.,shame
I feel embarrassed about what I did. Can you believe it?,shame
That's unbelievable news! This just happened.,surprise
This is so frustrating and annoying! It's real.,anger
This is so frustrating and annoying! I'm still processing it.,anger
I'm afraid of what might happen next. It left me stunned.,fear
I'm furious about how they treated me. This just happened.,anger
This is so frustrating and annoying!!,anger
Today has been really hard for me.!,sadness
I wish I could take back my words. It's real.,shame
She wore a red dress to the event. Can you believe it?,neutral
I'm really scared of the dark. That really hit me.,fear
Why do people always interrupt me? It's real.,anger
Everyone was watching when I slipped.,shame
This gift is such a wonderful surprise. I'm telling the truth.,surprise
The meeting is scheduled at 3 PM. It's real.,neutral
What a beautiful sunny day! I couldn't believe it.,joy
You threw me a party? I'm shocked! It left me stunned.,surprise
I'm so proud of my accomplishments. I still can't believe it.,joy
I'm mad at myself for forgetting that. I'm speechless.,anger
I just got a promotion at work! Honestly.,joy
The weather is moderate and cloudy. I couldn't believe it.,neutral
This surprise party is amazing! No way!,joy
I miss my family so much. Seriously.,sadness
I can't breathe when I'm anxious. It was unexpected.,fear
I had no idea you were coming! Honestly.,surprise
This gift is such a wonderful surprise. Seriously.,surprise
Today has been really hard for me. I still can't believe it.,sadness
I had no idea you were coming! Can you believe it?,surprise
I had no idea you were coming!,surprise
I had cereal for breakfast today. No way!,neutral
I’m just reading a book now..,neutral
That was completely unfair and wrong. Seriously.,anger
The thought of losing my job terrifies me. No way!,fear
My best friend moved away. I'm speechless.,sadness
I had cereal for breakfast today.!,neutral
I can't stand people who lie. This just happened.,disgust
You threw me a party? I'm shocked! Can you believe it?,surprise
You threw me a party? I'm shocked! I'm not joking.,surprise
I had no idea you were coming! That really hit me.,surprise
That was completely unfair and wrong. This just happened.,anger
She wore a red dress to the event. I feel overwhelmed.,neutral
Laughing with friends is the best feeling. No way!,joy
"Wow, I didn’t expect that at all!.",surprise
This gift is such a wonderful surprise. I'm not joking.,surprise
I'm really scared of the dark. Honestly.,fear
I just got a promotion at work!!,joy
Laughing with friends is the best feeling. It left me stunned.,joy
This gift is such a wonderful surprise. No way!,surprise
I can't breathe when I'm anxious. It was unexpected.,fear
This surprise party is amazing! I'm still processing it.,joy
That's unbelievable news!,surprise
Laughing with friends is the best feeling. No way!,joy
That’s the most disgusting thing ever. I couldn't believe it.,disgust
Everyone was watching when I slipped. I'm not joking.,shame
The meeting is scheduled at 3 PM.,neutral
The meeting is scheduled at 3 PM. I'm not joking.,neutral
This is so frustrating and annoying! Seriously.,anger
That food smelled terrible. This just happened.,disgust
This is so frustrating and annoying! This just happened.,anger
I'm mad at myself for forgetting that..,anger
This gift is such a wonderful surprise. I'm telling the truth.,surprise
Nothing seems to cheer me up lately. No way!,sadness
That's unbelievable news! Honestly.,surprise
I just want to be alone and cry. Seriously.,sadness
I just want to be alone and cry. Seriously.,sadness
I feel so ashamed of myself. Seriously.,shame
This surprise party is amazing! I'm not joking.,joy
This is so frustrating and annoying! It's real.,anger
Today has been really hard for me. Honestly.,sadness
That's unbelievable news! Honestly.,surprise
That food smelled terrible..,disgust
Laughing with friends is the best feeling. It left me stunned.,joy
That was completely unfair and wrong. It left me stunned.,anger
That was completely unfair and wrong. No way!,anger
She wore a red dress to the event. I'm not joking.,neutral
Laughing with friends is the best feeling. It really happened.,joy
I can't believe I acted like that.!,shame
I'm mad at myself for forgetting that.,anger
She wore a red dress to the event. This just happened.,neutral
